id,name,job,location,email,cellPhone,workPhone
12875,Ida Duncan,Graphic Designer,"Austin, TX",idaduncan@bleendot.com,+1 (958) 542-3451,+1 (840) 409-3552
12876,Mallory Nieves,Web Developer,"Houston, TX",mallorynieves@bleendot.com,+1 (913) 419-2532,+1 (864) 426-2095
12877,Natasha Stanton,Director,"Dallas, TX",natashastanton@bleendot.com,+1 (939) 570-3703,+1 (996) 472-2035
12878,Hays Jordan,Director,"Dallas, TX",haysjordan@bleendot.com,+1 (887) 451-2940,+1 (903) 540-3225
12879,Jenkins Bonner,Graphic Designer,"Austin, TX",jenkinsbonner@bleendot.com,+1 (978) 581-2969,+1 (962) 453-2777
12880,Stout Hanson,Software Engineer,"Austin, TX",stouthanson@bleendot.com,+1 (957) 593-2335,+1 (820) 528-3453
12881,Dianna Daniels,Software Engineer,"Dallas, TX",diannadaniels@bleendot.com,+1 (823) 425-3061,+1 (800) 549-3674
12882,Rowe Maynard,Director,"Dallas, TX",rowemaynard@bleendot.com,+1 (865) 404-2885,+1 (969) 410-2257
12883,Malone Edwards,Software Engineer,"Houston, TX",maloneedwards@bleendot.com,+1 (888) 531-2876,+1 (894) 569-3093
12884,Wells Flowers,Director,"Houston, TX",wellsflowers@bleendot.com,+1 (900) 568-2307,+1 (821) 431-3616
12885,Stacey Harrell,Web Developer,"Dallas, TX",staceyharrell@bleendot.com,+1 (807) 493-3857,+1 (898) 577-3289
12886,Guerra Cash,Web Developer,"Houston, TX",guerracash@bleendot.com,+1 (835) 461-3371,+1 (934) 461-3055
12887,Randolph Luna,Director,"Dallas, TX",randolphluna@bleendot.com,+1 (850) 562-2569,+1 (956) 453-2025
12888,Nanette Beasley,Software Engineer,"Austin, TX",nanettebeasley@bleendot.com,+1 (995) 430-2280,+1 (817) 490-2790
12889,Alexandria Keith,Director,"Dallas, TX",alexandriakeith@bleendot.com,+1 (952) 582-3408,+1 (967) 575-3590
12890,Hester Reynolds,Software Engineer,"Houston, TX",hesterreynolds@bleendot.com,+1 (896) 543-2119,+1 (814) 561-2021
12891,Harper Wright,Graphic Designer,"Houston, TX",harperwright@bleendot.com,+1 (921) 479-2876,+1 (841) 413-2425
12892,Arline Christian,Consultant,"Houston, TX",arlinechristian@bleendot.com,+1 (940) 480-3567,+1 (897) 496-3101
12893,Chen Bernard,Director,"Austin, TX",chenbernard@bleendot.com,+1 (986) 474-3419,+1 (836) 533-3760
12894,Fry Chandler,Director,"Houston, TX",frychandler@bleendot.com,+1 (932) 413-2304,+1 (988) 412-2461
12895,Williamson Graves,Web Developer,"Houston, TX",williamsongraves@bleendot.com,+1 (914) 432-3939,+1 (885) 411-3585
12896,Orr Leon,Consultant,"Austin, TX",orrleon@bleendot.com,+1 (992) 518-2274,+1 (869) 419-2721
12897,Nicole Lane,Graphic Designer,"Dallas, TX",nicolelane@bleendot.com,+1 (969) 512-3725,+1 (829) 513-2215
12898,Lucile Atkinson,Director,"Austin, TX",lucileatkinson@bleendot.com,+1 (946) 573-3901,+1 (808) 453-3418
12899,Collier Drake,Software Engineer,"Dallas, TX",collierdrake@bleendot.com,+1 (845) 449-3429,+1 (841) 512-2901
12900,Watts Dejesus,Director,"Houston, TX",wattsdejesus@bleendot.com,+1 (859) 425-3355,+1 (818) 491-2678
12901,Juana Nguyen,Web Developer,"Austin, TX",juananguyen@bleendot.com,+1 (855) 419-2616,+1 (844) 547-3343
12902,Juliet Oneil,Graphic Designer,"Austin, TX",julietoneil@bleendot.com,+1 (813) 431-2422,+1 (956) 527-3064
12903,Julia Christensen,Software Engineer,"Dallas, TX",juliachristensen@bleendot.com,+1 (877) 404-2713,+1 (823) 599-3377
12904,Washington Sloan,Consultant,"Austin, TX",washingtonsloan@bleendot.com,+1 (841) 468-2645,+1 (843) 508-2180
12905,Tracy Pierce,Graphic Designer,"Houston, TX",tracypierce@bleendot.com,+1 (844) 435-2397,+1 (844) 477-3088
12906,Ana Kelley,Graphic Designer,"Austin, TX",anakelley@bleendot.com,+1 (983) 437-3491,+1 (807) 432-2572
12907,Waller Rodgers,Graphic Designer,"Dallas, TX",wallerrodgers@bleendot.com,+1 (890) 437-2749,+1 (975) 413-3155
12908,Reeves Justice,Graphic Designer,"Houston, TX",reevesjustice@bleendot.com,+1 (890) 539-2826,+1 (856) 464-3418
12909,Dodson Montoya,Software Engineer,"Dallas, TX",dodsonmontoya@bleendot.com,+1 (914) 432-3826,+1 (946) 590-2506
12910,Carey Maddox,Consultant,"Dallas, TX",careymaddox@bleendot.com,+1 (925) 554-3828,+1 (972) 422-3861
12911,Tricia Malone,Software Engineer,"Dallas, TX",triciamalone@bleendot.com,+1 (956) 507-3162,+1 (869) 598-2725
12912,Brooke Dalton,Graphic Designer,"Houston, TX",brookedalton@bleendot.com,+1 (984) 500-3492,+1 (823) 428-3396
12913,Goodman Lancaster,Web Developer,"Houston, TX",goodmanlancaster@bleendot.com,+1 (896) 488-3844,+1 (853) 580-2219
12914,Shawn Stewart,Web Developer,"Austin, TX",shawnstewart@bleendot.com,+1 (851) 575-2208,+1 (846) 593-3177
12915,Jessica Savage,Graphic Designer,"Austin, TX",jessicasavage@bleendot.com,+1 (822) 496-3455,+1 (841) 463-2843
12916,Reilly Aguirre,Web Developer,"Austin, TX",reillyaguirre@bleendot.com,+1 (901) 582-2192,+1 (968) 563-2975
12917,Anita Barnes,Graphic Designer,"Houston, TX",anitabarnes@bleendot.com,+1 (880) 405-3830,+1 (991) 550-3428
12918,Caitlin Sanders,Web Developer,"Austin, TX",caitlinsanders@bleendot.com,+1 (825) 533-3809,+1 (847) 433-2652
12919,Holt Britt,Software Engineer,"Houston, TX",holtbritt@bleendot.com,+1 (952) 423-3027,+1 (812) 478-2662
12920,Wheeler Morse,Software Engineer,"Dallas, TX",wheelermorse@bleendot.com,+1 (930) 479-3147,+1 (983) 415-3491
12921,Vivian Harmon,Consultant,"Austin, TX",vivianharmon@bleendot.com,+1 (899) 414-3976,+1 (824) 577-2546
12922,Elinor Berg,Director,"Houston, TX",elinorberg@bleendot.com,+1 (825) 560-2097,+1 (901) 586-3847
12923,Cooley Roach,Director,"Austin, TX",cooleyroach@bleendot.com,+1 (826) 588-3815,+1 (937) 591-2210
12924,Richmond Rosa,Web Developer,"Dallas, TX",richmondrosa@bleendot.com,+1 (899) 498-2726,+1 (996) 528-3315
12925,Jodi Bennett,Web Developer,"Dallas, TX",jodibennett@bleendot.com,+1 (832) 478-3042,+1 (863) 437-3685
12926,Moses Arnold,Consultant,"Austin, TX",mosesarnold@bleendot.com,+1 (833) 518-3484,+1 (958) 535-2432
12927,Roach Hodges,Software Engineer,"Houston, TX",roachhodges@bleendot.com,+1 (842) 462-2297,+1 (835) 543-2086
12928,Keri Jimenez,Director,"Dallas, TX",kerijimenez@bleendot.com,+1 (945) 436-3391,+1 (912) 441-3921
12929,Acosta Mcdaniel,Software Engineer,"Dallas, TX",acostamcdaniel@bleendot.com,+1 (897) 412-3182,+1 (982) 464-2634
12930,Martha Brady,Consultant,"Austin, TX",marthabrady@bleendot.com,+1 (850) 410-2586,+1 (913) 526-3901
12931,Nell House,Software Engineer,"Dallas, TX",nellhouse@bleendot.com,+1 (832) 431-2751,+1 (858) 576-3594
12932,Matilda Gill,Director,"Austin, TX",matildagill@bleendot.com,+1 (922) 438-3588,+1 (949) 551-3318
12933,Wilkins Blackwell,Software Engineer,"Dallas, TX",wilkinsblackwell@bleendot.com,+1 (870) 484-3656,+1 (908) 437-2329
12934,Dolores Steele,Consultant,"Dallas, TX",doloressteele@bleendot.com,+1 (907) 438-2870,+1 (887) 574-2902
12935,Madeleine Mcneil,Consultant,"Dallas, TX",madeleinemcneil@bleendot.com,+1 (859) 539-3082,+1 (886) 494-2246
12936,Jamie Blevins,Web Developer,"Houston, TX",jamieblevins@bleendot.com,+1 (856) 580-3237,+1 (996) 573-2045
12937,Chapman Potter,Software Engineer,"Houston, TX",chapmanpotter@bleendot.com,+1 (820) 585-3095,+1 (989) 554-2379
12938,Wagner Payne,Web Developer,"Dallas, TX",wagnerpayne@bleendot.com,+1 (863) 514-2940,+1 (963) 460-2652
12939,Pitts Rivers,Web Developer,"Dallas, TX",pittsrivers@bleendot.com,+1 (978) 421-3709,+1 (852) 512-3188
12940,Garcia Strong,Software Engineer,"Dallas, TX",garciastrong@bleendot.com,+1 (892) 482-3786,+1 (810) 526-2866
12941,Stafford Reilly,Web Developer,"Dallas, TX",staffordreilly@bleendot.com,+1 (897) 588-3451,+1 (965) 563-2396
12942,Bertha Hardin,Software Engineer,"Houston, TX",berthahardin@bleendot.com,+1 (905) 506-2934,+1 (808) 479-3351
12943,Lloyd Franklin,Consultant,"Houston, TX",lloydfranklin@bleendot.com,+1 (853) 410-3658,+1 (852) 482-2405
12944,Margret Munoz,Graphic Designer,"Austin, TX",margretmunoz@bleendot.com,+1 (901) 572-3409,+1 (972) 469-2812
12945,Allie Moss,Web Developer,"Dallas, TX",alliemoss@bleendot.com,+1 (861) 494-2044,+1 (898) 552-2909
12946,Luna Walter,Graphic Designer,"Houston, TX",lunawalter@bleendot.com,+1 (879) 564-3393,+1 (870) 539-3818
12947,Kara Riggs,Graphic Designer,"Houston, TX",karariggs@bleendot.com,+1 (926) 524-3268,+1 (857) 548-2341
12948,Sheri Little,Director,"Austin, TX",sherilittle@bleendot.com,+1 (817) 461-3019,+1 (845) 487-2539
12949,Shelia Carter,Software Engineer,"Dallas, TX",sheliacarter@bleendot.com,+1 (801) 483-3564,+1 (944) 459-2881
12950,Riddle Bridges,Graphic Designer,"Dallas, TX",riddlebridges@bleendot.com,+1 (879) 491-2295,+1 (991) 586-3902
12951,Todd Ryan,Director,"Dallas, TX",toddryan@bleendot.com,+1 (863) 581-2171,+1 (913) 585-3870
12952,Angelique Raymond,Web Developer,"Austin, TX",angeliqueraymond@bleendot.com,+1 (872) 483-2821,+1 (839) 440-2507
12953,Patricia Holcomb,Web Developer,"Dallas, TX",patriciaholcomb@bleendot.com,+1 (928) 409-3281,+1 (826) 438-3338
12954,Flores Owens,Software Engineer,"Dallas, TX",floresowens@bleendot.com,+1 (918) 542-2251,+1 (908) 545-3501
12955,Noble Bates,Consultant,"Houston, TX",noblebates@bleendot.com,+1 (998) 549-3934,+1 (851) 436-3262
12956,Becky Chambers,Consultant,"Austin, TX",beckychambers@bleendot.com,+1 (807) 521-3117,+1 (968) 589-3983
12957,Gale Durham,Graphic Designer,"Houston, TX",galedurham@bleendot.com,+1 (840) 535-3890,+1 (899) 441-2485
12958,Powers May,Software Engineer,"Austin, TX",powersmay@bleendot.com,+1 (863) 510-3093,+1 (947) 515-2276
12959,Miller Duran,Director,"Dallas, TX",millerduran@bleendot.com,+1 (843) 412-2762,+1 (817) 409-2638
12960,Serena Watts,Director,"Dallas, TX",serenawatts@bleendot.com,+1 (814) 505-3450,+1 (953) 564-2694
12961,Wilder Byers,Director,"Austin, TX",wilderbyers@bleendot.com,+1 (955) 488-3488,+1 (999) 467-3230
12962,Virginia Lott,Web Developer,"Dallas, TX",virginialott@bleendot.com,+1 (835) 511-3683,+1 (988) 513-3240
12963,Jarvis Bartlett,Consultant,"Houston, TX",jarvisbartlett@bleendot.com,+1 (934) 439-3473,+1 (818) 552-2291
12964,Weber Rutledge,Director,"Houston, TX",weberrutledge@bleendot.com,+1 (894) 412-3118,+1 (942) 429-2430
12965,Herman Day,Graphic Designer,"Houston, TX",hermanday@bleendot.com,+1 (809) 458-2716,+1 (913) 409-2210
12966,Rios Tate,Consultant,"Dallas, TX",riostate@bleendot.com,+1 (946) 566-3819,+1 (960) 409-2846
12967,Sosa Rogers,Graphic Designer,"Houston, TX",sosarogers@bleendot.com,+1 (930) 526-3605,+1 (802) 578-3409
12968,Diana Patterson,Consultant,"Austin, TX",dianapatterson@bleendot.com,+1 (829) 528-3929,+1 (992) 515-3775
12969,Dudley Farmer,Web Developer,"Houston, TX",dudleyfarmer@bleendot.com,+1 (876) 480-3523,+1 (959) 519-3359
12970,Sheppard Rocha,Web Developer,"Austin, TX",sheppardrocha@bleendot.com,+1 (844) 576-3726,+1 (891) 502-3000
12971,Amanda Kent,Director,"Dallas, TX",amandakent@bleendot.com,+1 (814) 448-3626,+1 (871) 477-3368
12972,Abby Holloway,Software Engineer,"Austin, TX",abbyholloway@bleendot.com,+1 (882) 590-3809,+1 (909) 461-3330
12973,Bernice Mcpherson,Graphic Designer,"Austin, TX",bernicemcpherson@bleendot.com,+1 (973) 481-3773,+1 (988) 433-2441
12974,Jane Prince,Consultant,"Dallas, TX",janeprince@bleendot.com,+1 (992) 527-3970,+1 (903) 496-3210
12975,Delacruz Stevenson,Software Engineer,"Austin, TX",delacruzstevenson@bleendot.com,+1 (973) 563-3467,+1 (909) 525-2585
12976,Kerri Blake,Software Engineer,"Austin, TX",kerriblake@bleendot.com,+1 (968) 557-2634,+1 (901) 597-2060
12977,Sawyer Juarez,Software Engineer,"Houston, TX",sawyerjuarez@bleendot.com,+1 (854) 551-3820,+1 (979) 439-2055
12978,Riggs Fisher,Consultant,"Austin, TX",riggsfisher@bleendot.com,+1 (934) 535-2571,+1 (940) 514-2073
12979,Bridgette Snider,Director,"Houston, TX",bridgettesnider@bleendot.com,+1 (807) 544-2691,+1 (958) 577-2226
12980,Gregory Gilbert,Graphic Designer,"Dallas, TX",gregorygilbert@bleendot.com,+1 (887) 545-2649,+1 (993) 449-2769
12981,Bowman Perkins,Director,"Austin, TX",bowmanperkins@bleendot.com,+1 (980) 585-2848,+1 (898) 416-3636
12982,Barr Cabrera,Web Developer,"Austin, TX",barrcabrera@bleendot.com,+1 (995) 589-3168,+1 (826) 485-2105
12983,Tiffany Marks,Graphic Designer,"Houston, TX",tiffanymarks@bleendot.com,+1 (803) 458-2550,+1 (887) 524-2993
12984,Alvarez Rivera,Director,"Austin, TX",alvarezrivera@bleendot.com,+1 (988) 594-3391,+1 (844) 539-2446
12985,Adriana Daugherty,Web Developer,"Austin, TX",adrianadaugherty@bleendot.com,+1 (962) 502-2481,+1 (996) 530-3821
12986,Kenya Nicholson,Web Developer,"Dallas, TX",kenyanicholson@bleendot.com,+1 (819) 435-2080,+1 (959) 565-2993
12987,Theresa Dunlap,Consultant,"Houston, TX",theresadunlap@bleendot.com,+1 (911) 546-2475,+1 (996) 457-3670
12988,Brennan Boone,Software Engineer,"Houston, TX",brennanboone@bleendot.com,+1 (814) 485-2921,+1 (814) 530-2636
12989,Maxine Craig,Consultant,"Dallas, TX",maxinecraig@bleendot.com,+1 (924) 566-2160,+1 (837) 598-3976
12990,Kay Vincent,Director,"Dallas, TX",kayvincent@bleendot.com,+1 (827) 433-2479,+1 (846) 597-2198
12991,Francine Mccoy,Software Engineer,"Houston, TX",francinemccoy@bleendot.com,+1 (935) 505-2020,+1 (880) 567-3428
12992,Ofelia Price,Consultant,"Dallas, TX",ofeliaprice@bleendot.com,+1 (979) 549-2963,+1 (819) 473-2993
12993,Amy Nichols,Graphic Designer,"Houston, TX",amynichols@bleendot.com,+1 (883) 545-2738,+1 (980) 588-3183
12994,Blanca Olson,Software Engineer,"Dallas, TX",blancaolson@bleendot.com,+1 (910) 477-2183,+1 (921) 431-3402
12995,Oneil Padilla,Consultant,"Dallas, TX",oneilpadilla@bleendot.com,+1 (950) 540-2534,+1 (955) 548-3214
12996,Cross Carr,Consultant,"Houston, TX",crosscarr@bleendot.com,+1 (986) 402-3368,+1 (875) 593-3857
12997,Concetta Fowler,Director,"Austin, TX",concettafowler@bleendot.com,+1 (944) 448-3698,+1 (830) 474-3567
12998,Cecelia Merritt,Director,"Dallas, TX",ceceliamerritt@bleendot.com,+1 (965) 453-2646,+1 (843) 532-3316
12999,Tammi Chapman,Web Developer,"Dallas, TX",tammichapman@bleendot.com,+1 (910) 541-3541,+1 (969) 516-3644
13000,Petra Knight,Graphic Designer,"Austin, TX",petraknight@bleendot.com,+1 (958) 598-2713,+1 (835) 563-2184
13001,Christensen Colon,Graphic Designer,"Austin, TX",christensencolon@bleendot.com,+1 (910) 448-2103,+1 (819) 478-3048
13002,Pansy Benson,Consultant,"Dallas, TX",pansybenson@bleendot.com,+1 (927) 481-2619,+1 (932) 457-2439
13003,Ewing Mcintosh,Software Engineer,"Houston, TX",ewingmcintosh@bleendot.com,+1 (820) 409-2336,+1 (865) 472-3053
13004,Baxter Mcleod,Director,"Dallas, TX",baxtermcleod@bleendot.com,+1 (937) 507-2622,+1 (814) 582-2619
13005,Sparks William,Director,"Dallas, TX",sparkswilliam@bleendot.com,+1 (836) 413-2807,+1 (851) 594-2885
13006,Coleman Brewer,Consultant,"Houston, TX",colemanbrewer@bleendot.com,+1 (903) 573-3668,+1 (825) 476-2261
13007,Lindsay Mcconnell,Web Developer,"Austin, TX",lindsaymcconnell@bleendot.com,+1 (838) 420-3167,+1 (840) 554-3064
13008,Alicia Willis,Software Engineer,"Dallas, TX",aliciawillis@bleendot.com,+1 (885) 471-2520,+1 (953) 573-2902
13009,Michael Peck,Consultant,"Dallas, TX",michaelpeck@bleendot.com,+1 (948) 461-3917,+1 (858) 432-2889
13010,Ann Stephens,Web Developer,"Austin, TX",annstephens@bleendot.com,+1 (845) 537-2975,+1 (941) 551-2116
13011,Glover Watkins,Consultant,"Houston, TX",gloverwatkins@bleendot.com,+1 (971) 492-2735,+1 (808) 404-3905
13012,Schmidt Warren,Consultant,"Austin, TX",schmidtwarren@bleendot.com,+1 (845) 477-3218,+1 (858) 496-3740
13013,Helena Beck,Director,"Austin, TX",helenabeck@bleendot.com,+1 (838) 577-2976,+1 (806) 504-3071
13014,Ramirez Fox,Graphic Designer,"Austin, TX",ramirezfox@bleendot.com,+1 (996) 521-3892,+1 (976) 462-3915
13015,Knowles Potts,Software Engineer,"Houston, TX",knowlespotts@bleendot.com,+1 (894) 419-3615,+1 (877) 571-3929
13016,Jami Gallagher,Software Engineer,"Dallas, TX",jamigallagher@bleendot.com,+1 (970) 476-3723,+1 (867) 447-3766
13017,Moreno Oliver,Web Developer,"Austin, TX",morenooliver@bleendot.com,+1 (904) 526-2776,+1 (989) 557-3003
13018,Twila Phelps,Web Developer,"Dallas, TX",twilaphelps@bleendot.com,+1 (916) 457-2910,+1 (898) 580-2571
13019,Dana Pruitt,Graphic Designer,"Houston, TX",danapruitt@bleendot.com,+1 (874) 532-3351,+1 (864) 590-3062
13020,Vera Chavez,Software Engineer,"Houston, TX",verachavez@bleendot.com,+1 (872) 563-2899,+1 (829) 519-2406
13021,Aguirre Waters,Consultant,"Dallas, TX",aguirrewaters@bleendot.com,+1 (943) 537-3694,+1 (894) 461-3792
13022,Enid Fuller,Software Engineer,"Houston, TX",enidfuller@bleendot.com,+1 (848) 468-3175,+1 (870) 497-2181
13023,Hale Holder,Software Engineer,"Houston, TX",haleholder@bleendot.com,+1 (887) 444-3676,+1 (921) 562-3898
13024,Rebekah Downs,Web Developer,"Austin, TX",rebekahdowns@bleendot.com,+1 (945) 532-3360,+1 (845) 467-3359
13025,Jan Fleming,Software Engineer,"Dallas, TX",janfleming@bleendot.com,+1 (862) 404-2908,+1 (839) 463-3204
13026,April Curtis,Director,"Houston, TX",aprilcurtis@bleendot.com,+1 (928) 514-2810,+1 (805) 545-3569
13027,Tania Figueroa,Web Developer,"Houston, TX",taniafigueroa@bleendot.com,+1 (997) 463-3375,+1 (876) 403-2870
13028,Kristine James,Software Engineer,"Austin, TX",kristinejames@bleendot.com,+1 (822) 495-2828,+1 (967) 568-2616
13029,Potter Hinton,Web Developer,"Dallas, TX",potterhinton@bleendot.com,+1 (962) 446-2617,+1 (943) 530-3234
13030,Turner Fitzgerald,Consultant,"Houston, TX",turnerfitzgerald@bleendot.com,+1 (875) 517-2113,+1 (844) 404-3767
13031,Adeline Wheeler,Graphic Designer,"Dallas, TX",adelinewheeler@bleendot.com,+1 (879) 573-2475,+1 (830) 532-3421
13032,Mcintosh Villarreal,Director,"Austin, TX",mcintoshvillarreal@bleendot.com,+1 (899) 565-3946,+1 (886) 543-3823
13033,Rhodes Ortiz,Web Developer,"Austin, TX",rhodesortiz@bleendot.com,+1 (902) 409-3703,+1 (853) 538-3999
13034,Letha Rice,Software Engineer,"Austin, TX",letharice@bleendot.com,+1 (921) 583-2708,+1 (835) 519-2071
13035,Grace Cooley,Software Engineer,"Austin, TX",gracecooley@bleendot.com,+1 (837) 403-3567,+1 (839) 594-2337
13036,Claire Merrill,Director,"Dallas, TX",clairemerrill@bleendot.com,+1 (821) 432-3159,+1 (895) 473-3463
13037,Gordon Mcclain,Software Engineer,"Houston, TX",gordonmcclain@bleendot.com,+1 (808) 506-3192,+1 (987) 497-3780
13038,Janine Dodson,Software Engineer,"Austin, TX",janinedodson@bleendot.com,+1 (943) 585-3466,+1 (964) 574-3573
13039,Wiggins Mullins,Director,"Dallas, TX",wigginsmullins@bleendot.com,+1 (808) 459-3537,+1 (982) 596-2691
13040,Frost Pope,Director,"Houston, TX",frostpope@bleendot.com,+1 (815) 470-2897,+1 (848) 528-3557
13041,Olivia Lucas,Software Engineer,"Houston, TX",olivialucas@bleendot.com,+1 (803) 469-2768,+1 (916) 476-3678
13042,Foreman Simmons,Graphic Designer,"Austin, TX",foremansimmons@bleendot.com,+1 (830) 600-3146,+1 (967) 418-3291
13043,Massey Riddle,Consultant,"Houston, TX",masseyriddle@bleendot.com,+1 (953) 482-2364,+1 (929) 564-3876
13044,Marisol Hart,Graphic Designer,"Houston, TX",marisolhart@bleendot.com,+1 (834) 557-2420,+1 (957) 584-2964
13045,Paula Church,Consultant,"Austin, TX",paulachurch@bleendot.com,+1 (890) 418-2830,+1 (876) 481-2236
13046,Michelle Orr,Director,"Austin, TX",michelleorr@bleendot.com,+1 (831) 507-2251,+1 (977) 468-2072
13047,Polly Mclaughlin,Software Engineer,"Houston, TX",pollymclaughlin@bleendot.com,+1 (914) 413-2356,+1 (867) 440-2129
13048,Lesley Meadows,Software Engineer,"Dallas, TX",lesleymeadows@bleendot.com,+1 (994) 453-3070,+1 (950) 432-3406
13049,Fox Clay,Graphic Designer,"Austin, TX",foxclay@bleendot.com,+1 (911) 577-2113,+1 (963) 449-3817
13050,King Odonnell,Web Developer,"Houston, TX",kingodonnell@bleendot.com,+1 (991) 431-3099,+1 (832) 514-2699
13051,Ila Meyers,Consultant,"Houston, TX",ilameyers@bleendot.com,+1 (834) 565-3330,+1 (870) 600-3981
13052,Bullock Campbell,Graphic Designer,"Dallas, TX",bullockcampbell@bleendot.com,+1 (868) 442-3616,+1 (812) 572-2274
13053,Solis Yang,Software Engineer,"Houston, TX",solisyang@bleendot.com,+1 (933) 507-3817,+1 (958) 459-3612
13054,Dean Hurst,Web Developer,"Austin, TX",deanhurst@bleendot.com,+1 (970) 592-2076,+1 (842) 595-2281
13055,Jessie Delacruz,Director,"Dallas, TX",jessiedelacruz@bleendot.com,+1 (917) 496-2465,+1 (895) 408-2027
13056,Horne Romero,Director,"Austin, TX",horneromero@bleendot.com,+1 (944) 582-3763,+1 (879) 589-3660
13057,Carpenter Stone,Consultant,"Houston, TX",carpenterstone@bleendot.com,+1 (894) 495-3349,+1 (931) 498-2036
13058,Cash Mckinney,Web Developer,"Dallas, TX",cashmckinney@bleendot.com,+1 (932) 478-2973,+1 (812) 590-2665
13059,Isabella Petty,Graphic Designer,"Austin, TX",isabellapetty@bleendot.com,+1 (863) 533-2422,+1 (821) 525-2279
13060,Manuela Pittman,Web Developer,"Houston, TX",manuelapittman@bleendot.com,+1 (952) 510-2128,+1 (800) 557-2745
13061,Hobbs Solis,Web Developer,"Austin, TX",hobbssolis@bleendot.com,+1 (945) 505-2114,+1 (849) 574-3407
13062,Karyn Norman,Software Engineer,"Austin, TX",karynnorman@bleendot.com,+1 (917) 406-3078,+1 (915) 453-3345
13063,Valeria Cotton,Web Developer,"Dallas, TX",valeriacotton@bleendot.com,+1 (847) 418-2083,+1 (852) 510-2285
13064,Maricela Henderson,Software Engineer,"Houston, TX",maricelahenderson@bleendot.com,+1 (959) 409-3212,+1 (900) 433-3970
13065,Huff Bailey,Director,"Houston, TX",huffbailey@bleendot.com,+1 (838) 517-3913,+1 (945) 435-3510
13066,Beach Pearson,Software Engineer,"Houston, TX",beachpearson@bleendot.com,+1 (923) 564-2341,+1 (961) 520-2750
13067,Meadows Mccullough,Director,"Austin, TX",meadowsmccullough@bleendot.com,+1 (999) 436-3121,+1 (830) 413-2952
13068,Hammond Byrd,Director,"Austin, TX",hammondbyrd@bleendot.com,+1 (967) 513-3591,+1 (881) 558-3440
13069,Leticia Ramos,Graphic Designer,"Dallas, TX",leticiaramos@bleendot.com,+1 (886) 415-3425,+1 (969) 523-3997
13070,Ernestine Osborne,Director,"Austin, TX",ernestineosborne@bleendot.com,+1 (992) 422-2215,+1 (961) 521-3266
13071,Gentry Robbins,Consultant,"Dallas, TX",gentryrobbins@bleendot.com,+1 (835) 552-2648,+1 (843) 593-3864
13072,Christa Marquez,Consultant,"Houston, TX",christamarquez@bleendot.com,+1 (865) 503-2544,+1 (927) 530-3898
13073,Lancaster Hayden,Graphic Designer,"Dallas, TX",lancasterhayden@bleendot.com,+1 (823) 444-3250,+1 (871) 584-2785
13074,Simpson Stout,Director,"Houston, TX",simpsonstout@bleendot.com,+1 (818) 558-3629,+1 (829) 497-2855
13075,Pate Griffin,Director,"Houston, TX",pategriffin@bleendot.com,+1 (987) 524-3179,+1 (939) 588-3823
13076,Singleton Macdonald,Graphic Designer,"Houston, TX",singletonmacdonald@bleendot.com,+1 (949) 478-3314,+1 (997) 489-3594
13077,Mcdaniel Wolfe,Consultant,"Dallas, TX",mcdanielwolfe@bleendot.com,+1 (842) 596-2858,+1 (871) 572-2922
13078,Irma Lamb,Software Engineer,"Dallas, TX",irmalamb@bleendot.com,+1 (915) 403-3441,+1 (921) 565-3352
13079,Lorie Carney,Software Engineer,"Dallas, TX",loriecarney@bleendot.com,+1 (922) 534-3361,+1 (946) 538-3510
13080,Lambert Avery,Software Engineer,"Houston, TX",lambertavery@bleendot.com,+1 (811) 527-3657,+1 (904) 464-3624
13081,Rowland Thompson,Software Engineer,"Houston, TX",rowlandthompson@bleendot.com,+1 (951) 598-3231,+1 (936) 459-3992
13082,Bradshaw Mckay,Web Developer,"Austin, TX",bradshawmckay@bleendot.com,+1 (906) 443-3776,+1 (941) 445-2271
13083,Nina Massey,Consultant,"Houston, TX",ninamassey@bleendot.com,+1 (901) 584-2575,+1 (869) 463-2427
13084,Lavonne Logan,Software Engineer,"Dallas, TX",lavonnelogan@bleendot.com,+1 (807) 534-2255,+1 (951) 516-3213
13085,Price Ford,Director,"Austin, TX",priceford@bleendot.com,+1 (980) 461-2991,+1 (922) 420-3567
13086,Harmon Williamson,Software Engineer,"Dallas, TX",harmonwilliamson@bleendot.com,+1 (832) 560-3157,+1 (933) 505-2664
13087,Marylou Harris,Web Developer,"Dallas, TX",marylouharris@bleendot.com,+1 (810) 441-3540,+1 (921) 415-3087
13088,Tisha Key,Software Engineer,"Houston, TX",tishakey@bleendot.com,+1 (993) 407-3205,+1 (985) 505-2042
13089,West Randolph,Consultant,"Austin, TX",westrandolph@bleendot.com,+1 (977) 516-2374,+1 (954) 453-3031
13090,Long Acosta,Director,"Houston, TX",longacosta@bleendot.com,+1 (889) 515-3883,+1 (904) 586-3982
13091,Barrera Carlson,Software Engineer,"Houston, TX",barreracarlson@bleendot.com,+1 (984) 443-2550,+1 (808) 518-2336
13092,Peggy Vazquez,Graphic Designer,"Dallas, TX",peggyvazquez@bleendot.com,+1 (920) 536-2581,+1 (900) 439-3316
13093,Hernandez Carrillo,Consultant,"Dallas, TX",hernandezcarrillo@bleendot.com,+1 (834) 408-2666,+1 (904) 421-2716
13094,Strong Curry,Software Engineer,"Austin, TX",strongcurry@bleendot.com,+1 (883) 589-2893,+1 (897) 576-3153
